Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
Cole Ragans,TEX,2,2,1,4.06252,28,2,0,1,35,149,33,17,16,5,12,1,32,8.20018,3.15083,2.60255,1.212,0.212935,0.081818,0.131117433309555,0.245703,1.30574,0.288708,0.733555,0.397054,,4.20928,0.169394,0.125066,999.0,,,,21846
Andrew Nardi,MIA,2,2,0,3.78934,44,0,0,1,44,188,38,20,19,5,20,2,48,9.80145,4.04873,2.42087,1.044,0.254728,0.105222,0.1495064198970794,0.228816,1.31567,0.290756,0.746851,0.392886,,3.91668,0.168357,0.218502,999.0,,,,25942
Hoby Milner,MIL,3,3,0,3.88396,62,0,0,12,62,264,60,29,27,8,19,3,58,8.46698,2.69974,3.13622,1.158,0.220706,0.0703731,0.1503325998783111,0.247751,1.26846,0.295745,0.735719,0.440327,,3.96387,0.166163,0.331656,999.0,,,,13346
Dany JimÃ©nez,OAK,3,3,0,3.91387,60,0,3,11,60,259,53,28,26,7,28,2,62,9.24465,4.17686,2.2133,1.013,0.237793,0.107438,0.130355104804039,0.230843,1.34618,0.286988,0.736929,0.402455,,4.01679,0.165919,0.0425507,999.0,,,,21170
Jordan Weems,WSN,2,2,0,4.1819,40,0,0,1,40,171,37,20,19,5,15,2,39,8.83456,3.47218,2.54439,1.229,0.229403,0.0901607,0.1392428129911422,0.242185,1.31953,0.29123,0.728061,0.38895,,4.19508,0.164437,0.115633,999.0,,,,13190
Jesse Chavez,ATL,2,2,0,3.99787,42,0,0,1,42,180,41,20,19,5,13,2,41,8.83858,2.8446,3.10714,1.137,0.229213,0.0737698,0.155443474650383,0.248613,1.29362,0.301464,0.729049,0.418875,,3.84808,0.16436,0.181392,999.0,,,,5448
Taylor Clarke,KCR,3,3,0,4.13182,66,0,1,15,66,280,64,32,30,9,21,2,59,8.05046,2.84645,2.82824,1.185,0.210743,0.0745138,0.1362291947007179,0.250901,1.29294,0.294786,0.722531,0.377548,,4.09064,0.164124,0.298218,748.8599853515625,,,,17611
Carl Edwards Jr.,WSN,3,3,0,4.19771,64,0,3,11,64,275,60,32,30,8,26,2,61,8.59148,3.61498,2.37664,1.169,0.222043,0.0934272,0.1286153122782707,0.244389,1.34556,0.293043,0.725287,0.409893,,4.20257,0.162297,0.18557,701.0499877929688,,,,13607
Nick Nelson,PHI,2,2,0,4.05506,48,0,0,4,48,208,43,23,22,6,23,2,49,9.12037,4.29797,2.12202,1.032,0.233887,0.110219,0.1236680746078491,0.237654,1.38307,0.294853,0.732766,0.436608,,4.14395,0.162283,0.209816,999.0,,,,20153
Alec Mills,CHC,2,3,2,4.98227,6,6,0,0,35,154,40,21,19,6,10,2,22,5.73931,2.61131,2.19787,1.416,0.145013,0.065979,0.0790343061089515,0.280243,1.42676,0.300321,0.689906,0.445,,4.90752,0.162117,0.0308163,999.0,,,,13834
Miguel Castro,ARI,3,3,0,3.95287,64,0,4,11,64,277,58,31,28,6,30,3,66,9.27914,4.23456,2.19129,0.883,0.238577,0.108875,0.1297020316123962,0.238916,1.37933,0.303091,0.726602,0.462341,,3.87852,0.158834,0.251043,662.9500122070312,,,,15684
Michael Tonkin,ATL,1,1,0,3.7401,26,0,0,1,26,110,24,12,11,3,9,1,28,9.6841,3.12196,3.10193,1.01,0.253832,0.0818302,0.172001339495182,0.236339,1.25494,0.299868,0.733166,0.43187,,3.60996,0.158757,0.153666,999.0,,,,10315
Eli Morgan,CLE,3,3,0,4.03692,60,0,0,12,60,252,56,29,27,9,16,2,62,9.26497,2.4204,3.82787,1.399,0.245007,0.0640061,0.1810008734464645,0.238053,1.19572,0.284805,0.734152,0.329946,,3.99973,0.157239,0.0767847,688.3200073242188,,,,20203
Colin Poche,TBR,3,3,0,3.84594,60,0,1,12,60,254,51,27,26,8,24,2,66,9.91673,3.55913,2.78628,1.235,0.260369,0.0934466,0.1669220104813575,0.224064,1.24599,0.27898,0.74891,0.329362,,4.0006,0.154656,0.160475,716.8599853515625,,,,19403
Dylan Floro,MIA,3,3,0,3.95484,64,0,21,6,64,275,64,31,28,7,21,2,54,7.60085,2.97575,2.55426,0.968,0.196693,0.0770059,0.1196873262524604,0.255505,1.33531,0.301045,0.723188,0.464228,,3.90639,0.153265,0.113669,259.4100036621094,,,,13394
Austin Voth,BAL,4,5,4,4.55658,33,11,0,1,82,354,83,44,41,13,27,3,71,7.76873,2.94771,2.63551,1.472,0.199731,0.0757846,0.1239467337727546,0.255379,1.33741,0.289075,0.719333,0.363981,,4.61422,0.152771,0.188003,697.27001953125,,,,15047
Erasmo RamÃ­rez,WSN,3,3,0,4.26551,60,0,0,12,60,255,61,31,28,9,16,3,50,7.44758,2.42549,3.07055,1.281,0.19463,0.063386,0.1312439739704132,0.258353,1.28676,0.294822,0.714763,0.420285,,4.2504,0.152088,0.0677615,748.0,,,,10314
Bryan Mata,BOS,1,1,1,4.55,3,3,0,0,18,81,19,10,9,2,8,1,16,8.00526,3.95989,2.02159,1.077,0.202445,0.100142,0.1023033782839775,0.258042,1.44957,0.306514,0.704537,0.473943,,4.33265,0.1467,0.123519,999.0,,,,sa917784
Jake Irvin,WSN,1,2,2,4.89289,5,5,0,0,28,121,29,16,15,4,9,1,21,6.75487,2.98564,2.26245,1.446,0.172024,0.0760342,0.0959897115826606,0.26735,1.39634,0.294361,0.695985,0.406901,,4.84286,0.146067,0.16134,999.0,,,,sa3008223
Joe Ross,,1,1,1,4.45499,3,3,0,0,18,79,19,10,9,3,6,1,16,7.65683,2.92721,2.61574,1.287,0.197631,0.0755543,0.1220763549208641,0.257464,1.33724,0.295891,0.708544,0.414001,,4.39242,0.145671,0.0930549,999.0,,,,12972
Mason Thompson,WSN,3,3,0,4.17777,56,0,2,9,56,242,55,28,26,6,23,2,48,7.69613,3.65328,2.10664,1.023,0.198218,0.094092,0.1041256189346313,0.254646,1.39076,0.30054,0.720317,0.478665,,4.21959,0.144448,0.161556,999.0,,,,21850
Cole Henry,WSN,1,1,1,4.63212,3,3,0,0,18,80,19,10,10,3,7,1,16,7.79235,3.28855,2.36954,1.369,0.199744,0.0842965,0.115447461605072,0.255434,1.36759,0.29257,0.707584,0.397324,,4.59161,0.143153,0.132105,999.0,,,,sa3014446
Matt Festa,SEA,3,3,0,3.77466,55,0,0,7,55,232,49,25,23,7,19,2,58,9.56,3.15718,3.02801,1.138,0.251534,0.0830688,0.1684647649526596,0.23115,1.23562,0.287346,0.740321,0.394841,,3.81696,0.143031,0.105939,999.0,,,,19330
Bryce Montes de Oca,NYM,2,2,0,3.57719,44,0,0,1,44,190,35,19,17,4,23,2,54,11.0551,4.73695,2.3338,0.909,0.284607,0.12195,0.1626568660140037,0.214281,1.32688,0.290675,0.75466,0.423264,,3.70857,0.142489,0.220175,999.0,,,,21319
Jonathan HernÃ¡ndez,TEX,3,3,0,3.82893,66,0,6,11,66,287,60,31,28,7,31,3,68,9.26363,4.25696,2.17611,0.899,0.237046,0.108931,0.1281150579452514,0.238352,1.38505,0.3011,0.739274,0.477615,,3.8994,0.142024,0.163126,567.3599853515625,,,,17464
Joel Payamps,MIL,2,2,0,4.11688,48,0,0,1,48,205,47,24,22,6,16,2,41,7.69686,3.03373,2.53709,1.185,0.200717,0.0791131,0.1216041818261146,0.251214,1.31323,0.291316,0.725622,0.434349,,4.23877,0.140963,0.0941205,999.0,,,,14332
Mark Leiter Jr.,,1,1,0,3.66114,20,0,0,1,20,84,18,9,8,2,6,1,21,9.3397,2.67817,3.48734,1.046,0.247088,0.0708529,0.1762351393699646,0.237176,1.21025,0.295626,0.734069,0.437126,,3.6032,0.136476,0.131929,745.8599853515625,,,,15551
Jonathan Heasley,KCR,4,6,4,4.94608,25,13,0,1,82,361,88,48,45,12,31,4,60,6.57895,3.3617,1.95703,1.357,0.166727,0.0851941,0.0815334320068359,0.269123,1.44039,0.297195,0.695053,0.384577,,4.87102,0.133917,0.236545,999.0,,,,22224
Beau Brieske,DET,3,4,3,4.44524,30,6,0,1,60,259,61,32,30,9,18,2,48,7.15873,2.66059,2.69066,1.341,0.185868,0.069079,0.1167889460921287,0.25741,1.31112,0.28877,0.710151,0.371897,,4.46181,0.133902,0.0940324,999.0,,,,26079
Kolby Allard,ATL,2,2,1,4.20986,22,2,0,1,29,124,28,15,14,4,9,1,28,8.73458,2.87405,3.03911,1.293,0.226752,0.0746112,0.152140624821186,0.249578,1.2987,0.297412,0.726747,0.382886,,4.10706,0.13259,0.102993,744.6799926757812,,,,18694
Cole Waites,SFG,2,2,0,3.83939,48,0,0,4,48,207,42,22,20,5,23,2,54,10.0387,4.30601,2.33132,0.911,0.25911,0.111143,0.1479671373963356,0.231366,1.35485,0.301472,0.735965,0.43127,,3.74793,0.132044,0.251964,999.0,,,,25665
Tanner Banks,CHW,2,2,0,3.7329,32,0,0,1,32,136,30,14,13,4,11,1,31,8.72654,2.96691,2.94129,1.098,0.228926,0.0778317,0.1510941758751869,0.244117,1.2743,0.296126,0.746224,0.449227,,3.85683,0.130798,0.196492,999.0,,,,16990
Josh Simpson,MIA,2,2,0,3.72031,40,0,0,1,40,173,36,18,17,4,19,2,41,9.21845,4.16974,2.2108,0.882,0.237119,0.107255,0.1298641264438629,0.235632,1.35981,0.297681,0.742946,0.46577,,3.88275,0.130484,0.21822,999.0,,,,sa1053035
Matt Moore,,3,3,0,3.98083,66,0,0,0,66,285,60,31,29,8,30,2,67,9.12226,4.06998,2.24135,1.108,0.234645,0.104689,0.1299561187624931,0.236476,1.35848,0.290521,0.743427,0.391,,4.14755,0.129972,0.259627,696.8599853515625,,,,1890
Daniel Norris,,3,3,0,3.9715,52,0,0,0,52,222,49,25,23,6,19,2,50,8.69199,3.35636,2.58971,1.096,0.225895,0.0872281,0.1386673226952552,0.244759,1.31727,0.29688,0.732528,0.435,,4.01528,0.12729,0.143991,999.0,,,,13475
Scott Alexander,SFG,3,3,0,3.80849,60,0,0,11,60,258,61,28,25,5,22,2,47,7.10277,3.29321,2.1568,0.738,0.183567,0.0851109,0.0984559133648872,0.26303,1.39008,0.311715,0.72402,0.557733,,3.81656,0.126719,0.260984,999.0,,,,10591
Caleb Kilian,CHC,1,1,1,4.00312,20,2,0,1,27,116,26,13,12,3,10,1,24,8.16009,3.47617,2.34744,0.997,0.211285,0.0900066,0.1212781220674514,0.249754,1.35224,0.300041,0.725331,0.47358,,4.0095,0.126617,0.185311,999.0,,,,26213
Amir Garrett,KCR,3,3,0,4.04651,60,0,1,11,60,261,53,29,27,6,32,3,61,9.16504,4.76764,1.92234,0.942,0.234116,0.121787,0.1123291626572609,0.235598,1.4192,0.29589,0.733282,0.422309,,4.15964,0.125496,0.290978,999.0,,,,14375
Lucas Sims,CIN,3,3,0,4.30315,62,0,5,10,62,266,56,31,30,10,26,3,71,10.2772,3.75111,2.73977,1.388,0.265722,0.0969873,0.1687352061271667,0.234395,1.31495,0.293386,0.734198,0.343663,,4.23017,0.124415,0.322176,658.1799926757812,,,,13470
Max Castillo,KCR,3,4,2,4.61261,26,6,0,1,56,243,58,31,29,7,21,2,43,6.97852,3.37275,2.06909,1.201,0.178063,0.0860586,0.09200419485569,0.263042,1.41071,0.297904,0.702781,0.422309,,4.54508,0.122055,0.200049,999.0,,,,21956
JosÃ© Castillo,SDP,3,2,0,3.7268,48,0,0,4,48,205,42,22,20,5,22,2,50,9.39407,4.06704,2.3098,1.011,0.244037,0.105653,0.1383840516209602,0.230798,1.32508,0.289604,0.749507,0.428272,,3.9667,0.121796,0.207889,999.0,,,,17169
Kevin Kelly,TBR,3,2,0,3.70665,52,0,0,4,52,221,48,23,21,5,19,3,48,8.34918,3.25431,2.56557,0.909,0.2181,0.0850101,0.1330894827842712,0.242657,1.29252,0.295589,0.731159,0.491541,,3.82138,0.121194,0.184264,999.0,,,,sa3009999
Jason Foley,DET,3,3,0,3.92599,64,0,6,11,64,274,64,31,28,6,22,3,52,7.31933,3.0662,2.3871,0.864,0.19014,0.0796532,0.1104870289564132,0.257653,1.34277,0.304052,0.716796,0.499547,,3.89751,0.120911,0.0786683,999.0,,,,19531
Rony GarcÃ­a,DET,2,3,0,4.13884,52,0,0,6,52,222,49,26,24,7,18,2,51,8.7571,3.06211,2.85983,1.21,0.228074,0.079751,0.1483229175209999,0.242477,1.2806,0.290872,0.722177,0.361845,,4.07836,0.120247,-0.0216405,999.0,,,,20430
Jeff Brigham,NYM,3,2,0,3.99377,50,0,0,4,50,213,43,24,22,7,20,2,56,10.1312,3.55673,2.84845,1.283,0.264761,0.0929492,0.1718117445707321,0.225209,1.25523,0.281299,0.742062,0.304836,,4.01282,0.118914,-0.0180062,999.0,,,,16631
Packy Naughton,STL,2,2,0,3.66533,42,0,0,1,42,177,40,19,17,5,13,2,36,7.61411,2.82604,2.69426,0.977,0.200674,0.0744818,0.1261919364333152,0.249143,1.27721,0.293542,0.739289,0.466747,,3.88097,0.11805,0.221822,999.0,,,,23292
Ron Marinaccio,NYY,3,3,0,3.84071,55,0,0,7,55,237,46,25,23,7,24,3,65,10.5808,3.99998,2.64521,1.156,0.272866,0.103155,0.1697109937667846,0.221025,1.28693,0.284747,0.747915,0.368086,,3.9212,0.115427,0.160481,999.0,,,,23488
Stephen Ridings,NYM,1,1,0,3.41742,14,0,0,1,14,59,12,6,5,2,5,1,16,10.2946,3.11811,3.30154,0.972,0.273609,0.0828732,0.1907360702753067,0.224575,1.19809,0.292729,0.750382,0.421849,,3.39395,0.115046,0.0753747,999.0,,,,22358
Jeremiah Estrada,CHC,1,1,0,3.78619,30,0,0,1,30,127,26,14,13,4,13,1,34,10.1458,3.79308,2.67482,1.064,0.265368,0.0992098,0.1661581993103027,0.227061,1.28132,0.291825,0.742268,0.388612,,3.77824,0.114916,0.14528,999.0,,,,22210
J.P. France,HOU,2,2,1,4.06531,34,2,0,1,41,175,37,20,19,6,16,1,43,9.28508,3.43602,2.70228,1.276,0.242852,0.0898692,0.1529825404286384,0.234465,1.28054,0.284603,0.736132,0.37063,,4.13696,0.114151,0.135416,999.0,,,,sa3008310
Tyler Holton,ARI,2,2,0,4.10055,38,0,0,1,38,164,38,19,17,4,13,2,32,7.67655,3.15092,2.43629,1.058,0.198055,0.0812938,0.1167612001299858,0.255709,1.35154,0.300048,0.723271,0.436703,,4.10569,0.110311,0.0884419,999.0,,,,26231
JoJo Romero,STL,1,1,0,3.51811,28,0,0,1,28,119,25,12,11,3,11,1,28,9.11899,3.68283,2.47608,0.913,0.238816,0.0964493,0.1423670947551727,0.234039,1.29624,0.29363,0.752207,0.465745,,3.76246,0.11026,0.220805,999.0,,,,19574
JT Chargois,MIA,3,3,0,3.9584,61,0,2,11,61,262,58,29,27,7,22,3,58,8.5991,3.29458,2.61008,0.998,0.222621,0.0852928,0.1373280584812164,0.246115,1.31876,0.300153,0.723435,0.453175,,3.90581,0.110197,0.166801,731.0499877929688,,,,13767
Chad Smith,OAK,2,2,0,3.61834,44,0,0,4,44,189,39,19,18,4,20,2,45,9.11866,4.12329,2.2115,0.799,0.236376,0.106885,0.1294912993907928,0.234059,1.34442,0.297066,0.74027,0.490482,,3.73948,0.109643,0.203306,999.0,,,,20190
Luis FrÃ­as,ARI,2,2,0,3.97079,32,0,0,1,32,138,29,15,14,3,15,1,33,9.41799,4.09506,2.29984,0.983,0.243299,0.105789,0.1375096067786216,0.237291,1.35979,0.299386,0.731872,0.420058,,3.90368,0.107011,0.177095,999.0,,,,21997
Luis Gil,NYY,1,1,0,3.5985,14,0,0,1,14,59,11,6,6,2,6,1,18,11.3204,3.99054,2.83681,1.132,0.297473,0.104862,0.1926111280918121,0.210999,1.23416,0.281283,0.760822,0.342221,,3.67374,0.10651,0.0811728,999.0,,,,21052
Hunter Gaddis,CLE,3,3,2,4.34571,39,5,0,1,61,260,57,31,30,10,19,3,59,8.7058,2.86267,3.04114,1.497,0.22747,0.0747974,0.1526722013950348,0.240601,1.2523,0.27931,0.724663,0.333635,,4.44895,0.103862,0.174543,999.0,,,,25636
Josh Fleming,TBR,1,1,1,4.14999,3,3,0,0,18,78,20,9,8,2,6,1,11,5.65764,2.87465,1.96812,0.939,0.144585,0.0734637,0.0711213499307632,0.274376,1.41465,0.304072,0.715236,0.545055,,4.27964,0.103752,0.129823,999.0,,,,20418
Patrick Murphy,MIN,1,1,0,3.85401,21,0,0,1,21,90,19,10,9,2,9,1,21,8.86663,3.93699,2.25214,0.888,0.228957,0.101662,0.1272949650883674,0.241435,1.36056,0.300938,0.731221,0.474034,,3.86312,0.102531,0.0249246,999.0,,,,19712
Jake Bird,COL,2,2,0,4.68794,46,0,0,4,46,204,50,26,24,5,20,2,41,7.92548,3.87184,2.04695,1.0,0.198401,0.0969251,0.1014761999249458,0.274874,1.51707,0.329388,0.700509,0.530929,,4.24913,0.101959,0.126364,999.0,,,,21267
Ryan Thompson,TBR,3,3,0,3.83538,54,0,1,7,54,229,52,25,23,6,18,2,48,7.92233,3.02917,2.61535,0.977,0.207125,0.079196,0.1279292777180671,0.248648,1.29944,0.296266,0.727177,0.480529,,3.89561,0.101286,0.0664407,999.0,,,,16647
Glenn Otto,TEX,1,1,1,4.7321,3,3,0,0,17,76,18,10,9,3,7,1,15,7.51642,3.49418,2.15113,1.31,0.190415,0.0885189,0.1018964499235153,0.259443,1.41111,0.296205,0.701611,0.422354,,4.6646,0.100729,0.0085242,627.9099731445312,,,,21366
Yunior Marte,PHI,2,2,0,4.03664,34,0,0,1,34,146,32,17,15,4,14,2,33,8.76984,3.66554,2.39251,1.088,0.226553,0.0946929,0.1318606212735176,0.242731,1.34115,0.295412,0.730186,0.447598,,4.0964,0.100479,0.0757164,999.0,,,,14416
Jimmy Cordero,NYY,1,1,0,3.74162,24,0,0,1,24,102,23,11,10,3,8,1,23,8.66018,3.06315,2.82721,0.979,0.226126,0.079982,0.1461440622806549,0.243705,1.28228,0.298191,0.733026,0.481903,,3.77293,0.100004,0.0635349,999.0,,,,15690
Matt Krook,NYY,1,1,1,3.81479,12,2,0,1,19,84,18,9,8,2,9,1,18,8.37869,4.15407,2.01699,0.923,0.213874,0.106037,0.1078377515077591,0.242867,1.39589,0.295631,0.742769,0.504898,,4.10108,0.099743,0.111885,999.0,,,,sa737535
Zach Pop,TOR,2,2,0,3.90823,46,0,0,4,46,197,45,22,20,5,16,2,39,7.66733,3.04791,2.5156,0.964,0.199095,0.0791439,0.1199508160352706,0.253447,1.32411,0.299861,0.723323,0.507715,,3.9734,0.099666,0.0661619,999.0,,,,20185
Yosver Zulueta,TOR,1,1,1,4.63441,3,3,0,0,18,81,18,10,10,3,8,1,16,7.79557,3.78957,2.05711,1.295,0.197315,0.0959184,0.1013962998986244,0.253828,1.41448,0.292569,0.709548,0.434047,,4.67879,0.0977566,0.0631443,999.0,,,,sa3014869
Mauricio Llovera,SFG,2,2,0,4.09529,38,0,0,1,38,164,36,19,17,5,15,2,37,8.85572,3.62511,2.44289,1.068,0.228575,0.0935678,0.1350075230002403,0.242464,1.33755,0.296478,0.723385,0.412497,,4.03572,0.0977497,0.0314312,999.0,,,,20080
Fernando Cruz,CIN,2,2,0,4.36275,48,0,0,4,48,208,45,25,23,7,20,2,51,9.51369,3.6939,2.57551,1.317,0.244397,0.0948924,0.1495043635368347,0.243445,1.35248,0.298441,0.726818,0.395705,,4.26747,0.0974598,0.15112,999.0,,,,7048
Will Harris,,1,1,0,3.95163,24,0,0,0,24,102,24,11,11,3,8,1,21,7.9194,2.91068,2.72081,1.017,0.206697,0.0759687,0.1307279095053672,0.253061,1.31054,0.300612,0.722916,0.472,,3.8906,0.0919427,0.123128,999.0,,,,3192
Dillon Tate,BAL,3,3,0,3.84786,70,0,2,13,70,300,71,33,30,7,21,4,58,7.50794,2.72444,2.75577,0.915,0.194706,0.0706539,0.1240522190928459,0.257365,1.31184,0.303995,0.720938,0.518585,,3.85614,0.0899214,0.14062,631.5900268554688,,,,17796
Zach Thompson,TOR,2,2,1,4.27718,28,2,0,1,35,148,35,18,16,5,11,1,29,7.5545,2.81621,2.68251,1.276,0.195593,0.072914,0.1226786151528358,0.255012,1.31804,0.29164,0.719552,0.431061,,4.32684,0.0895147,0.0131725,999.0,,,,16094
Matt Barnes,BOS,3,3,0,4.21072,66,0,3,13,66,287,61,33,31,8,29,3,71,9.65843,3.93779,2.45276,1.061,0.246934,0.100676,0.1462577357888221,0.240475,1.36612,0.303584,0.71825,0.424741,,3.95202,0.0893869,0.15281,663.4099731445312,,,,12863
Jimmy Nelson,,2,2,0,4.11008,48,0,0,0,48,207,43,24,22,6,21,2,51,9.50445,3.89629,2.43936,1.117,0.24511,0.100481,0.1446285620331764,0.234959,1.33202,0.292839,0.727016,0.385,,4.05932,0.0891628,0.0358586,999.0,,,,10547
Spencer Howard,TEX,2,2,0,4.01634,40,0,0,1,40,170,37,19,18,5,14,2,41,9.15831,3.14228,2.91454,1.224,0.239948,0.0823279,0.1576201990246772,0.239611,1.27216,0.291645,0.733771,0.380137,,4.01151,0.0872498,0.0761207,746.6799926757812,,,,23252
Sam Long,SFG,3,3,1,4.10151,56,2,0,7,62,268,59,31,28,8,25,2,61,8.79783,3.60609,2.43972,1.112,0.227683,0.0933236,0.1343594193458557,0.243482,1.33928,0.295969,0.728662,0.386601,,4.07904,0.086516,0.147993,999.0,,,,25379
Ronny Henriquez,MIN,1,1,0,3.8562,28,0,0,1,28,118,27,13,12,3,8,1,26,8.45177,2.7197,3.10761,1.063,0.222094,0.0714679,0.1506263017654419,0.245096,1.25354,0.29502,0.725884,0.426302,,3.81008,0.0863038,0.0697995,999.0,,,,24094
Dennis Santana,ATL,3,2,0,4.05054,50,0,0,4,50,218,47,24,23,5,23,2,50,9.04961,4.06134,2.22823,0.96,0.230765,0.103564,0.1272007972002029,0.244266,1.39359,0.304361,0.727604,0.458862,,3.98652,0.0855619,0.199834,999.0,,,,17878
Luis Ortiz,PHI,1,1,0,4.2668,30,0,0,1,30,128,30,15,14,4,10,1,26,7.86135,2.89437,2.71608,1.278,0.204045,0.0751248,0.1289203837513923,0.252874,1.31259,0.29241,0.721103,0.41163,,4.29716,0.0855473,0.0668055,749.3599853515625,,,,16942
Peter Strzelecki,MIL,3,3,0,4.03267,63,0,1,14,63,269,56,30,28,8,25,3,67,9.52854,3.60073,2.64628,1.213,0.247742,0.0936189,0.1541230455040931,0.233491,1.29436,0.288069,0.736363,0.372837,,4.07756,0.0850006,0.280494,999.0,,,,21367
Griffin Jax,MIN,3,3,0,4.06727,70,0,1,16,70,298,67,34,32,9,22,3,68,8.76673,2.87866,3.04542,1.184,0.228909,0.0751652,0.1537442132830619,0.245089,1.27441,0.295078,0.724179,0.386702,,3.95626,0.0837021,0.0125164,656.72998046875,,,,20253
Brendan White,DET,2,2,0,3.99022,48,0,0,4,48,206,48,23,21,5,15,3,38,7.10359,2.86446,2.47991,0.931,0.18414,0.074253,0.1098875179886818,0.257839,1.32603,0.299865,0.713226,0.489475,,4.01222,0.0826598,0.0862616,999.0,,,,sa3010663
Paolo Espino,WSN,3,4,1,4.51074,55,3,0,6,69,293,73,37,34,11,16,2,56,7.36881,2.09025,3.52533,1.491,0.191964,0.0544529,0.1375114619731903,0.263624,1.28723,0.294727,0.71314,0.377603,,4.41852,0.0817016,0.0997037,999.0,,,,8246
Griff McGarry,PHI,1,1,1,4.33188,14,2,0,1,21,93,19,11,10,3,11,1,22,9.3292,4.51615,2.06574,1.191,0.236707,0.114587,0.1221202984452247,0.237139,1.41008,0.291573,0.728928,0.408224,,4.40657,0.0816726,0.0910031,999.0,,,,sa3017130
Zack Kelly,BOS,1,1,0,4.14886,26,0,0,1,26,113,25,13,12,3,11,1,26,8.95493,3.73587,2.39702,1.03,0.229644,0.0958039,0.1338396221399307,0.24538,1.36448,0.302557,0.71946,0.446831,,4.00136,0.0816442,0.0604373,999.0,,,,20349
Zach Greene,NYM,2,2,0,3.82879,40,0,0,1,40,171,35,18,17,5,17,1,43,9.63139,3.75327,2.56613,1.09,0.250417,0.0975851,0.1528313979506492,0.23039,1.29691,0.288745,0.743135,0.398965,,3.90983,0.0812419,0.119164,999.0,,,,sa1119415
JarlÃ­n GarcÃ­a,PIT,3,3,0,4.15805,56,0,1,9,56,240,55,28,26,8,19,2,50,8.09545,3.01849,2.68196,1.206,0.209852,0.078246,0.1316063553094864,0.251499,1.31942,0.295235,0.727584,0.388845,,4.17642,0.0808387,0.0741715,999.0,,,,18282
Adam Cimber,TOR,3,3,0,4.15235,60,0,0,12,60,256,62,30,28,8,17,3,44,6.61331,2.47562,2.67138,1.142,0.172093,0.0644211,0.1076719984412193,0.261122,1.30326,0.293021,0.713083,0.466368,,4.28909,0.0788526,-0.0515706,737.8599853515625,,,,15288
Tim Herrin,CLE,2,2,0,3.81694,48,0,0,1,48,206,45,22,20,5,19,2,45,8.50043,3.62436,2.34536,1.003,0.220161,0.0938709,0.1262903213500976,0.243193,1.33762,0.29532,0.740321,0.47306,,4.00925,0.0785368,0.187526,999.0,,,,sa3007262
Chris Clarke,SEA,1,1,0,3.66637,24,0,0,1,24,101,24,11,10,3,6,1,19,7.14555,2.15535,3.31526,0.979,0.189199,0.0570691,0.1321299150586128,0.25546,1.2401,0.29588,0.728891,0.501496,,3.777,0.0784641,0.0363251,999.0,,,,sa3011411
Jandel Gustave,,1,1,0,4.09608,28,0,0,0,28,120,27,14,13,3,10,1,25,8.04478,3.25151,2.47417,1.046,0.208181,0.084142,0.1240395009517669,0.252575,1.34219,0.300913,0.720245,0.454,,4.06574,0.078031,0.0210694,999.0,,,,14665
Brennan Bernardino,SEA,1,1,0,3.70017,20,0,0,1,20,85,18,9,8,2,8,1,19,8.54424,3.49272,2.4463,0.985,0.22234,0.0908884,0.1314519122242927,0.240603,1.31157,0.292883,0.745008,0.457711,,3.93142,0.076375,0.048882,999.0,,,,16835
Tayler Saucedo,NYM,1,1,0,3.58132,26,0,0,1,26,111,23,11,10,3,10,1,26,9.16314,3.45538,2.65185,0.948,0.23926,0.090224,0.1490364968776703,0.236039,1.2868,0.295206,0.747783,0.461109,,3.73613,0.0762919,0.156086,999.0,,,,17888
Tommy Henry,ARI,2,2,1,4.28874,27,3,0,1,42,183,42,22,20,5,16,2,36,7.72993,3.44713,2.24242,1.135,0.198303,0.0884326,0.1098706573247909,0.255737,1.38315,0.29873,0.720292,0.427668,,4.29518,0.075744,0.157135,999.0,,,,26285
Nabil Crismatt,SDP,3,3,0,3.99225,55,0,0,9,55,235,53,26,24,7,19,2,48,7.83592,3.06345,2.55787,1.065,0.203908,0.0797179,0.1241903081536293,0.250411,1.31301,0.295079,0.724475,0.460756,,4.06667,0.0750656,0.151559,999.0,,,,17732
Josh Staumont,KCR,3,3,0,4.16823,58,0,0,10,58,251,52,29,27,7,28,2,60,9.30086,4.41799,2.10522,1.063,0.238412,0.113248,0.1251641809940338,0.234518,1.38262,0.291837,0.728387,0.362486,,4.17775,0.0749049,0.182563,748.3599853515625,,,,18335
Kevin Herget,CIN,1,1,0,4.42473,18,0,0,1,18,76,19,9,9,3,4,1,16,7.83425,2.04035,3.83966,1.51,0.205694,0.0535708,0.1521227583289146,0.260579,1.26107,0.295638,0.717578,0.38974,,4.33976,0.0736096,0.0931346,999.0,,,,15369
Landon Knack,LAD,1,1,0,4.09309,28,0,0,1,28,119,27,14,13,4,9,1,28,8.86571,2.79662,3.17015,1.266,0.231592,0.0730541,0.1585383415222168,0.246266,1.27101,0.295504,0.728767,0.403218,,4.03345,0.0735071,0.00915194,999.0,,,,sa3014518
